Path difference [nm]	Intensity [a.u.]
13296	50.8367
13344	51.15
13392	51.2633
13440	51.4533
13488	51.6333
13536	51.4033
13584	51.27
13632	51.0367
13680	51.2033
13728	51.0533
13776	51.1333
13824	51.2933
13872	51.2067
13920	51.44
13968	51.2633
14016	51.3433
14064	51.2067
14112	51.18
14160	51.1167
14208	51.06
14256	51.1567
14304	51.1067
14352	51.5667
14400	51.2667
14448	51.35
14496	51.2467
14544	51.2833
14592	51.1767
14640	51.29
14688	51.18
14736	51.0533
14784	51.0167
14832	51.3667
14880	51.33
14928	51.37
14976	51.2567
15024	51.3833
15072	51.4667
15120	51.2067
15168	51.2633
15216	51.23
15264	51.1333
15312	51.1467
15360	51.2367
15408	51.14
15456	51.3633
15504	51.2433
15552	51.3033
15600	51.36
15648	51.3633
15696	51.4733
15744	51.2133
15792	51.2367
15840	51.3633
15888	51.17
15936	51.4267
15984	51.1533
16032	51.1833
16080	51.1267
16128	51.37
16176	50.92
16224	51.2867
16272	51.38
16320	51.2033
16368	51.5533
16416	51.5533
16464	51.45
16512	51.03
16560	51.1033
16608	50.8733
16656	51.1867
16704	51.22
16752	51.2833
16800	51.2933
16848	51.25
16896	51.6233
16944	51.5467
16992	51.25
17040	51.2833
17088	51.1933
17136	50.9567
17184	50.9667
17232	51.0267
17280	51.2567
17328	51.3767
17376	51.3467
17424	51.1033
17472	51.3433
17520	51.3033
17568	51.4
17616	51.1933
17664	51.1333
17712	51.2767
17760	51.5933
17808	51.3767
17856	51.27
17904	51.27
17952	51.22
18000	51.09
18048	50.9367
18096	51.38
18144	51.2967
18192	51.49
18240	51.27
18288	51.4033
18336	51.3033
18384	51.2167
18432	51.07
18480	51.0633
18528	50.97
18576	51.0233
18624	51.09
18672	51.4
18720	51.45
18768	51.4733
18816	51.6067
18864	51.6867
18912	51.4333
18960	51.1433
19008	51.08
19056	50.89
19104	51.24
19152	51.3333
19200	51.08
19248	51.1867
19296	51.25
19344	51.3133
19392	51.05
19440	51.0333
19488	51.2833
19536	51.1267
19584	51.55
19632	51.42
19680	51.42
19728	51.2967
19776	51.4567
19824	51.3833
19872	51.23
19920	51.16
19968	51.0333
20016	50.92
20064	51.22
20112	51.4433
20160	51.4933
20208	51.3833
20256	51.3067
20304	51.1167
20352	51.2567
20400	51.1433
20448	51.2867
20496	51.32
20544	51.33
20592	51.43
20640	51.1767
20688	51.1767
20736	51.4233
20784	50.91
20832	50.9367
20880	50.9667
20928	51.33
20976	51.2367
21024	51.16
21072	51.4867
21120	51.65
21168	51.5067
21216	51.25
21264	51.1967
21312	51.0267
21360	50.9467
21408	51.1567
21456	51.1067
21504	51.3367
21552	51.41
21600	51.4933
21648	51.3533
21696	51.2533
21744	51.3433
21792	51.3033
21840	51.2667
21888	51.4533
21936	51.4667
21984	51.39
22032	51.4233
22080	51.1767
22128	51.2667
22176	51
22224	51.0867
22272	51.2133
22320	51.1867
22368	51.1533
22416	51.6967
22464	51.6767
22512	51.1933
22560	51.3867
22608	51.2933
22656	50.9567
22704	50.9333
22752	51.23
22800	51.1533
22848	50.9567
22896	51.33
22944	51.4433
22992	51.24
23040	51.3733
23088	51.1567
23136	51.2067
23184	51.3167
23232	51.1833
23280	51.3733
23328	51.3433
23376	51.2833
23424	51.1067
23472	51.2867
23520	51.0733
23568	51.04
23616	51.16
23664	51.22
23712	50.92
23760	51.38
23808	51.4533
23856	51.4433
23904	51.3033
23952	51.1367
24000	51.1333
24048	51.23
24096	51.0567
24144	50.9833
24192	51.1667
